model,f1_0,f1_1,f1_2,avg_f1
UKAN_192_240_384_nokan_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-02_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9856025576591492,0.824445903301239,0.7089794874191284,0.839676022529602
UKAN_192_240_384_nokan_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.981484591960907,0.7896968126296997,0.6932106614112854,0.8214640617370605
UKAN_192_240_384_nokan_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-02_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9841738343238832,0.8058805465698242,0.7007314562797546,0.8302619457244873
UKAN_192_240_384_nokan_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9834399819374084,0.8029826879501343,0.7179326415061951,0.8347851634025574
UKAN_16_20_32_nokan_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-02_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9794705510139464,0.6871748566627502,0.3583775162696838,0.675007700920105
UKAN_16_20_32_nokan_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_16_20_32_nokan_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-04_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_16_20_32_nokan_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-02_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9878419637680054,0.765938937664032,0.0181396901607513,0.5906402468681335
UKAN_16_20_32_nokan_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_16_20_32_nokan_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-04_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_8_10_16_nokan_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-02_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9859231114387512,0.7532780766487122,0.2069007009267807,0.6487006545066833
UKAN_8_10_16_nokan_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9845005869865416,0.6076276302337646,0.0693741738796234,0.5538341403007507
UKAN_8_10_16_nokan_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-04_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9817531704902648,0.6976466178894043,0.0,0.5597999095916748
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-02_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9849441051483154,0.6965197920799255,0.0,0.5604879856109619
UKAN_8_10_16_nokan_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-02_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9858013391494752,0.677165150642395,0.2063219994306564,0.6230961680412292
UKAN_8_10_16_nokan_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9867908358573914,0.6619009971618652,0.0725171267986297,0.573736310005188
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-02_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9846888184547424,0.7322489619255066,0.0631028860807418,0.5933469533920288
UKAN_8_10_16_nokan_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-04_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9823586344718932,0.7110611200332642,0.0,0.5644732713699341
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-03_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-04_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-04_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_8_8_8_nokan_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-02_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.978882133960724,0.6270862817764282,0.0,0.5353228449821472
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-02_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9665616154670716,0.5372812747955322,0.0187891088426113,0.5075440406799316
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-02_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.985961616039276,0.7743492126464844,0.2517878115177154,0.6706995964050293
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-05_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.985736846923828,0.7527997493743896,0.0,0.5795122385025024
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-03_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9826033711433412,0.703881025314331,0.0,0.5621614456176758
UKAN_8_8_8_nokan_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9851086139678956,0.7725812196731567,0.1657015532255172,0.6411304473876953
UKAN_8_8_8_nokan_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-04_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.0,0.0832430869340896,3.826594183919951e-05,0.0277604516595602
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-05_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-04_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.983121693134308,0.7274080514907837,0.0,0.5701766014099121
UKAN_8_8_8_nokan_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-02_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9864835143089294,0.7113597393035889,0.1971385776996612,0.6316606402397156
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-04_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9829447865486144,0.7496840953826904,0.0,0.5775429606437683
UKAN_8_8_8_nokan_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9850500226020812,0.6978048086166382,0.0,0.5609516501426697
UKAN_8_8_8_nokan_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-04_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.0,0.083242580294609,2.678395503608044e-05,0.0277564562857151
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-02_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9800638556480408,0.6659033894538879,0.0561564154922962,0.567374587059021
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-02_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.985112488269806,0.7671450972557068,0.1510417610406875,0.6344331502914429
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-03_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-04_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-04_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-05_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.2536677718162536,0.0956505462527275,0.0,0.1164394468069076
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-05_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9795464277267456,0.7362871766090393,0.0,0.5719445943832397
UKAN_16_20_32_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-05_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-02_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-02_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9873225092887878,0.7489403486251831,0.0,0.5787543058395386
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9884266257286072,0.7652733325958252,0.0033230648841708,0.5856744050979614
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-05_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9799167513847352,0.7554917335510254,0.0,0.5784695148468018
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-02_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9822399020195008,0.7485305070877075,0.2397090047597885,0.6568264961242676
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-02_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9848634600639344,0.7822462916374207,0.2678656578063965,0.6783251762390137
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-03_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9832851886749268,0.6674221754074097,0.0,0.5502358078956604
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9863733053207396,0.7259057760238647,0.0,0.5707597136497498
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-03_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9860932230949402,0.7074505686759949,0.0,0.5645146369934082
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-04_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-04_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.982262134552002,0.720650851726532,0.0,0.5676376819610596
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-04_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9832469820976256,0.7341853976249695,0.0,0.5724774599075317
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-04_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-05_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.5441898703575134,0.0,0.0524960495531559,0.1988953202962875
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-05_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9679715633392334,0.4986022710800171,0.0,0.4888579547405243
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-05_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.3924597799777984,0.0,0.0481926538050174,0.1468841433525085
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-02_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9845027327537536,0.7024142146110535,0.0017926603322848,0.5629032254219055
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-02_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9879482984542848,0.7556565403938293,0.0,0.5812016725540161
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.988266110420227,0.7298990488052368,0.0,0.5727217197418213
UKAN_8_8_8_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-05_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9793726801872252,0.7304980158805847,0.0,0.56995689868927
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-03_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9863761067390442,0.7381504774093628,0.0515231527388095,0.5920165777206421
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-04_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-04_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9659734964370728,0.0,0.0,0.3219911754131317
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-05_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.3610806465148926,0.0,0.0446786880493164,0.1352531164884567
UKAN_8_10_16_SZ512_512_roweeder_LFocalLoss_LWFalse_BS2_LR1.0e-05_KLR1.0e-03_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.5597906708717346,0.0,0.054404005408287,0.2047315686941146
UKAN_8_8_8_nokan_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9851086139678956,0.7725812196731567,0.1657015532255172,0.6411304473876953
UKAN_8_8_8_nokan_SZ512_512_roweeder_LFocalLoss_LWTrue_BS2_LR1.0e-03_KLR1.0e-02_WD1.0e-04_KWD1.0e-04_SCHReduceLROnPlateau_E500_PAT5_ES20,0.9851086139678955,0.7725812196731567,0.16570155322551727,0.6411304473876953
